Location_Code,latitude,longitude,time,date,Temp,Avg_Chloro,pDA,tDA,Pn_delicatissima,Pn_seriata,chlor_a,sst,Rrs_346.0,Rrs_348.0,Rrs_351.0,Rrs_353.0,Rrs_356.0,Rrs_358.0,Rrs_361.0,Rrs_363.0,Rrs_366.0,Rrs_368.0,Rrs_371.0,Rrs_373.0,Rrs_375.0,Rrs_378.0,Rrs_380.0,Rrs_383.0,Rrs_385.0,Rrs_388.0,Rrs_390.0,Rrs_393.0,Rrs_395.0,Rrs_398.0,Rrs_400.0,Rrs_403.0,Rrs_405.0,Rrs_408.0,Rrs_410.0,Rrs_413.0,Rrs_415.0,Rrs_418.0,Rrs_420.0,Rrs_422.0,Rrs_425.0,Rrs_427.0,Rrs_430.0,Rrs_432.0,Rrs_435.0,Rrs_437.0,Rrs_440.0,Rrs_442.0,Rrs_445.0,Rrs_447.0,Rrs_450.0,Rrs_452.0,Rrs_455.0,Rrs_457.0,Rrs_460.0,Rrs_462.0,Rrs_465.0,Rrs_467.0,Rrs_470.0,Rrs_472.0,Rrs_475.0,Rrs_477.0,Rrs_480.0,Rrs_482.0,Rrs_485.0,Rrs_487.0,Rrs_490.0,Rrs_492.0,Rrs_495.0,Rrs_497.0,Rrs_500.0,Rrs_502.0,Rrs_505.0,Rrs_507.0,Rrs_510.0,Rrs_512.0,Rrs_515.0,Rrs_517.0,Rrs_520.0,Rrs_522.0,Rrs_525.0,Rrs_527.0,Rrs_530.0,Rrs_532.0,Rrs_535.0,Rrs_537.0,Rrs_540.0,Rrs_542.0,Rrs_545.0,Rrs_547.0,Rrs_550.0,Rrs_553.0,Rrs_555.0,Rrs_558.0,Rrs_560.0,Rrs_563.0,Rrs_565.0,Rrs_568.0,Rrs_570.0,Rrs_573.0,Rrs_575.0,Rrs_578.0,Rrs_580.0,Rrs_583.0,Rrs_586.0,Rrs_588.0,Rrs_613.0,Rrs_615.0,Rrs_618.0,Rrs_620.0,Rrs_623.0,Rrs_625.0,Rrs_627.0,Rrs_630.0,Rrs_632.0,Rrs_635.0,Rrs_637.0,Rrs_640.0,Rrs_641.0,Rrs_642.0,Rrs_643.0,Rrs_645.0,Rrs_646.0,Rrs_647.0,Rrs_648.0,Rrs_650.0,Rrs_651.0,Rrs_652.0,Rrs_653.0,Rrs_655.0,Rrs_656.0,Rrs_657.0,Rrs_658.0,Rrs_660.0,Rrs_661.0,Rrs_662.0,Rrs_663.0,Rrs_665.0,Rrs_666.0,Rrs_667.0,Rrs_668.0,Rrs_670.0,Rrs_671.0,Rrs_672.0,Rrs_673.0,Rrs_675.0,Rrs_676.0,Rrs_677.0,Rrs_678.0,Rrs_679.0,Rrs_681.0,Rrs_682.0,Rrs_683.0,Rrs_684.0,Rrs_686.0,Rrs_687.0,Rrs_688.0,Rrs_689.0,Rrs_691.0,Rrs_692.0,Rrs_693.0,Rrs_694.0,Rrs_696.0,Rrs_697.0,Rrs_698.0,Rrs_699.0,Rrs_701.0,Rrs_702.0,Rrs_703.0,Rrs_704.0,Rrs_706.0,Rrs_707.0,Rrs_708.0,Rrs_709.0,Rrs_711.0,Rrs_712.0,Rrs_713.0,Rrs_714.0,Rrs_717.0,Rrs_719.0
SIO,32.867,-117.257,2025-01-27T20:13:00Z,2025-01-27,13.40,3.37,0.066,,22529,20026,6.797905445098877,13.88999462,0.002656001,0.002801779,0.002926445,0.002839111,0.00282689,0.00306489,0.003232224,0.00325289,0.003218445,0.003112001,0.00300889,0.003179334,0.003355778,0.003063778,0.002908446,0.003175779,0.00329889,0.003273557,0.003132445,0.003108445,0.003472445,0.003586001,0.003310668,0.003060446,0.003006001,0.002930446,0.002841778,0.002825556,0.002806001,0.002799557,0.002778223,0.002747555,0.002705334,0.00269289,0.002783556,0.002805779,0.002696889,0.002657556,0.002659779,0.002658445,0.00269689,0.002731779,0.002698222,0.002669779,0.002690668,0.002704001,0.002728667,0.002753778,0.002745112,0.002705334,0.002692001,0.00270289,0.002714001,0.002739556,0.002771334,0.002776889,0.002809557,0.002859334,0.002826667,0.002791556,0.002778223,0.002740001,0.002708668,0.002694001,0.002662445,0.002570222,0.002443333,0.002324001,0.002255556,0.002243779,0.002226445,0.002197779,0.002193556,0.00219089,0.002164445,0.00211778,0.002083112,0.002040446,0.002007778,0.001967112,0.001917556,0.001867556,0.001805556,0.001750223,0.001708445,0.001668223,0.001644223,0.001613334,0.001563113,0.001503779,0.001435778,0.001353334,0.001259334,0.001171556,0.00109089,0.001010223,0.000930446,0.000872001,0.000352223,0.000340668,0.00032289,0.000299556,0.00029089,0.000286668,0.000275556,0.000265334,0.000265112,0.000263556,0.000272223,0.000276667,0.000275112,0.000274223,0.000273778,0.000283335,0.000284446,0.00028489,0.000280668,0.000265334,0.000253112,0.000243779,0.000243112,0.000242446,0.000245557,0.000242001,0.000238223,0.000230001,0.000222445,0.000215555,0.000209334,0.00020689,0.000209334,0.000215334,0.000223779,0.000230001,0.000236,0.00024289,0.00024889,0.000253112,0.000261113,0.000269112,0.000276668,0.000283113,0.000282446,0.000277335,0.000270001,0.000259112,0.000240001,0.000224667,0.000212667,0.00021689,0.000226001,0.000229557,0.000226667,0.000208445,0.000194445,0.000188445,0.000187778,0.000192001,0.000193778,0.000196445,0.000194001,0.00019489,0.000196668,0.000194889,0.000191334,0.000183556,0.000175557,0.000168,0.000163112,0.000153334,8.911183977033943e-05,1.7334190488327295e-05
SMP,34.008,-118.499,2025-01-27T22:00:00Z,2025-01-27,15.00,1.14,0,,374,1122,20.607803344726562,13.88999367,0.003136001,0.003338857,0.003412001,0.003356002,0.003459429,0.003734858,0.00384343,0.003846001,0.003846001,0.003748858,0.003573715,0.003748287,0.003935144,0.003606858,0.003467429,0.003749144,0.003873715,0.003814858,0.003620859,0.003578572,0.003987144,0.004118287,0.003792001,0.003492572,0.003424286,0.00336543,0.003296001,0.003254001,0.003163715,0.003129144,0.00311543,0.003086857,0.003003715,0.002948572,0.003012287,0.003023144,0.002917429,0.002858286,0.002815429,0.002774287,0.002822287,0.00286543,0.002805144,0.002759429,0.002771429,0.00276543,0.002786001,0.002793715,0.002749715,0.002683144,0.002642001,0.00264943,0.002678002,0.002691715,0.002714287,0.002712001,0.002741144,0.002806572,0.00277143,0.002734857,0.002739715,0.002705716,0.002667715,0.002676286,0.002679144,0.00261543,0.002522287,0.002422572,0.002360001,0.002358858,0.002356,0.002336,0.002346572,0.002350287,0.002316858,0.002267143,0.002240001,0.002202,0.002163715,0.002120001,0.002074287,0.002028287,0.001969144,0.001904,0.001847429,0.001807715,0.00177343,0.001720573,0.001665429,0.001608287,0.001535715,0.001433716,0.001318858,0.001224286,0.001145144,0.001078287,0.000999144,0.000917715,0.000314858,0.000295716,0.000269715,0.000242572,0.00022343,0.000208287,0.000191429,0.000183715,0.000184858,0.000187431,0.000201144,0.000207144,0.000201144,0.000198858,0.00019943,0.000202572,0.000199714,0.000198572,0.000193144,0.000186287,0.000176858,0.000169144,0.000165716,0.000162001,0.00016543,0.000159143,0.000152858,0.000145429,0.000135143,0.000128858,0.000125144,0.00012343,0.000125429,0.000131144,0.000140857,0.00015143,0.000160858,0.000169715,0.00018,0.000187715,0.000196001,0.000204858,0.00021343,0.00021943,0.000221144,0.000219715,0.000210858,0.000200573,0.00017743,0.000155716,0.000136001,0.000129714,0.000138287,0.000140573,0.000137715,0.000124286,0.000110572,9.971537656383589e-05,9.800121188163757e-05,9.800121188163757e-05,0.000102287,0.000109144,0.000108287,0.000112,0.000116001,0.000111144,0.00011143,0.000108286,0.000100572,9.68580789049156e-05,9.485812915954739e-05,8.571520447731018e-05,4.0001101297093555e-05,-2.14E-05
HAB_SCW,36.958,-122.017,2025-01-29T15:45:00Z,2025-01-29,10.70,1.23,0,,,0,0.8469250798225403,,0.001151556,0.001215779,0.001288445,0.001176,0.001140223,0.001476223,0.001742668,0.001757556,0.001736445,0.00160689,0.001458223,0.001649334,0.001882222,0.001594889,0.001427779,0.00163689,0.001770223,0.001759112,0.001603112,0.001574223,0.001990001,0.002153334,0.001864001,0.001582667,0.001526667,0.001441335,0.001341778,0.001333557,0.001329557,0.001324223,0.001289556,0.001265778,0.001255779,0.001273334,0.001381557,0.001408224,0.001306889,0.001298223,0.001317556,0.001326223,0.001381334,0.001432223,0.001408668,0.001393779,0.001418,0.001429112,0.001468001,0.001499779,0.001495334,0.00146289,0.00145089,0.001471778,0.001507557,0.001566444,0.001610001,0.001612223,0.001657111,0.001725334,0.001701557,0.00168689,0.001694446,0.001687778,0.001694222,0.001725779,0.001743113,0.001694001,0.001611111,0.001534667,0.001501779,0.001516668,0.001530445,0.001526223,0.00153689,0.00154489,0.001530889,0.00150489,0.001504446,0.001494668,0.001496223,0.001493333,0.001466224,0.001438667,0.00140689,0.001364445,0.001329556,0.001309334,0.001293112,0.001264445,0.001229556,0.001194889,0.001143779,0.001067335,0.000982667,0.000903112,0.000831556,0.000764891,0.000697334,0.000660446,0.000103111,8.555626118322834e-05,6.511228275485337e-05,4.622257256414741e-05,3.844541060971096e-05,3.333389759063721e-05,1.6667776435497217e-05,1.0667576134437695e-05,1.9556531697162427e-05,2.5556319087627344e-05,3.266790008638054e-05,3.866727274726145e-05,3.955596184823662e-05,3.955596184823662e-05,4.733395326184109e-05,6.177814793772995e-05,7.266717148013413e-05,7.889005792094395e-05,7.377854490187019e-05,6.244579708436504e-05,4.600071406457573e-05,3.5555825888877735e-05,3.311203545308672e-05,3.0667419196106493e-05,3.4001554013229907e-05,2.7333697289577685e-05,1.9333841919433326e-05,8.001095920917578e-06,-5.33E-06,-1.02E-05,-1.36E-05,-1.13E-05,-4.67E-06,2.0008947103633545e-06,1.6445501387352124e-05,3.0667830287711695e-05,4.311154407332651e-05,5.822297680424526e-05,7.311213266802952e-05,8.71121883392334e-05,9.822224819799885e-05,0.000108445,0.00011889,0.000125557,0.000129112,0.000127335,0.000120444,0.000111112,8.644536137580872e-05,6.555599975399673e-05,4.6889814257156104e-05,5.40013934369199e-05,7.755598926451057e-05,9.577845776220784e-05,0.00010289,8.466715371469036e-05,6.711234891554341e-05,5.844525003340095e-05,6.288952135946602e-05,7.222303247544914e-05,7.933461165521294e-05,8.622225868748501e-05,8.533398067811504e-05,8.977866673376411e-05,9.333466732641682e-05,9.266784036299214e-05,9.222370135830715e-05,8.822356903692707e-05,8.288977551274002e-05,8.222294854931533e-05,8.622267341706902e-05,8.111116039799526e-05,1.200123006128706e-05,-7.11E-05
HAB_MWII,36.603683,-121.889275,2025-01-29T16:02:00Z,2025-01-29,12.00,,,,4200,800,7.9347686767578125,11.66888237,-0.002243428,-0.002148284,-0.002013999,-0.002129427,-0.001931713,-0.001463713,-0.001262,-0.001158856,-0.001063428,-0.001071713,-0.001013428,-0.000773714,-0.000529713,-0.000613427,-0.000651428,-0.000408285,-0.000258857,-0.000230285,-0.000245428,-0.000195999,0.000149143,0.000354857,0.000197429,3.1441450119018555e-06,-1.43E-06,-1.31E-05,-5.69E-05,1.4859118891763501e-05,9.514444536762312e-05,0.000120859,0.000128571,0.000138572,0.000171145,0.000234858,0.000374287,0.000433715,0.000365716,0.000414858,0.000486001,0.000538858,0.000624858,0.00070343,0.000714287,0.00074743,0.000777144,0.000810002,0.00089343,0.000951716,0.001004001,0.001030287,0.001051715,0.001090572,0.001149715,0.001220858,0.001267429,0.001274002,0.001342286,0.001435715,0.001433144,0.001433429,0.001460286,0.001463429,0.001474573,0.001530858,0.001566858,0.001522572,0.001445143,0.001364001,0.001338001,0.001368858,0.001399144,0.001412001,0.001430572,0.001444001,0.001453715,0.00144943,0.001458859,0.001450287,0.001439715,0.001435715,0.001411144,0.001394858,0.00136743,0.001328287,0.001297144,0.001270573,0.001257143,0.001229429,0.001193143,0.00117543,0.001147715,0.001083144,0.001011715,0.000919143,0.000804573,0.000711144,0.000632001,0.00058543,-4.60E-05,-5.09E-05,-4.80E-05,-6.71E-05,-7.40E-05,-6.20E-05,-6.06E-05,-6.34E-05,-6.00E-05,-7.06E-05,-8.20E-05,-8.14E-05,-9.11E-05,-9.37E-05,-9.31E-05,-7.51E-05,-5.00E-05,-3.51E-05,-4.03E-05,-5.74E-05,-8.34E-05,-9.66E-05,-9.66E-05,-9.63E-05,-9.57E-05,-0.000105143,-0.000113428,-0.000123428,-0.000133715,-0.00013857,-0.00014057,-0.000137428,-0.000132286,-0.000129428,-0.000115142,-0.000101713,-8.80E-05,-7.14E-05,-6.09E-05,-5.06E-05,-4.06E-05,-2.83E-05,-1.86E-05,-1.49E-05,-1.06E-05,-1.86E-05,-1.60E-05,-2.14E-05,-3.69E-05,-4.66E-05,-5.94E-05,-4.94E-05,-2.86E-05,-1.57E-05,-1.00E-05,-2.63E-05,-4.29E-05,-4.94E-05,-4.31E-05,-3.26E-05,-2.14E-05,-1.17E-05,-1.57E-05,-1.00E-05,-1.20E-05,-6.86E-06,-2.86E-06,-6.86E-06,-7.71E-06,-4.57E-06,2.0010131720482605e-06,6.287225460255286e-06,-5.09E-05,-0.000115143
CPP,35.170204,-120.740685,2025-02-02T18:25:00Z,2025-02-02,12.50,3.15,0,,5863.8438,0,14.403555870056152,,-0.004115999,-0.003799249,-0.003445249,-0.0034745,-0.003357499,-0.002799749,-0.002405498,-0.002257,-0.002123749,-0.002168249,-0.002206749,-0.001901499,-0.001556999,-0.001705249,-0.001735249,-0.001383,-0.00115025,-0.001073499,-0.001067999,-0.000982999,-0.000455749,-0.000180749,-0.000342499,-0.000482499,-0.000428999,-0.000423499,-0.000416999,-0.000341,-0.00028,-0.000206249,-0.000172249,-0.00012575,-6.25E-05,3.224983811378479e-05,0.000227501,0.000333501,0.000298501,0.000337751,0.000406,0.000485001,0.0005945,0.000692001,0.000729251,0.000776001,0.000845751,0.000901001,0.000980251,0.001028751,0.001052751,0.001049751,0.001076251,0.001151751,0.001222251,0.001315501,0.001383252,0.001404001,0.00146775,0.001549251,0.001546001,0.001543251,0.001556,0.001565251,0.001595251,0.001639001,0.001671001,0.001635251,0.001561,0.001493752,0.001476001,0.001504251,0.00153,0.001541501,0.001576251,0.001602001,0.001599501,0.001580001,0.001594501,0.001600501,0.0015995,0.001599,0.001577251,0.001540251,0.0015115,0.00147925,0.001462501,0.001467001,0.00145725,0.001438251,0.001414251,0.001377001,0.001333001,0.00126375,0.001173501,0.001086501,0.0009915,0.000887251,0.000787501,0.000712751,6.250105798244476e-05,4.550069570541382e-05,1.4001037925481796e-05,-1.02E-05,-1.20E-05,-2.25E-05,-3.97E-05,-4.57E-05,-3.50E-05,-2.90E-05,-3.22E-05,-3.27E-05,-3.55E-05,-3.42E-05,-2.87E-05,-1.72E-05,-8.75E-06,-8.25E-06,-2.07E-05,-3.32E-05,-4.80E-05,-6.00E-05,-5.90E-05,-6.30E-05,-6.32E-05,-6.80E-05,-8.15E-05,-9.45E-05,-0.000111499,-0.000120249,-0.000126249,-0.000126999,-0.000123,-0.000119999,-0.000113749,-0.000105749,-9.77E-05,-8.82E-05,-7.50E-05,-6.42E-05,-5.57E-05,-4.42E-05,-3.32E-05,-2.47E-05,-1.97E-05,-2.25E-05,-2.50E-05,-3.40E-05,-5.17E-05,-7.00E-05,-8.62E-05,-7.60E-05,-5.35E-05,-3.27E-05,-2.62E-05,-4.05E-05,-5.07E-05,-4.97E-05,-3.80E-05,-2.07E-05,-1.12E-05,-9.99E-07,6.000977009534836e-06,1.250067725777626e-05,2.125091850757599e-05,2.8001144528388977e-05,3.000069409608841e-05,3.250082954764366e-05,3.225123509764671e-05,3.3750664442777634e-05,4.3250154703855515e-05,3.425125032663345e-05,-5.70E-05,-0.000158749
SW,34.408043,-119.68485,2025-02-03T16:25:00Z,2025-02-03,13.10,1.087,0.13,,0,4200,7.816592216491699,,-0.001426444,-0.001216221,-0.001034444,-0.001098221,-0.001060443,-0.000667332,-0.000338,-0.000252888,-0.000221999,-0.000305555,-0.000366889,-0.000142666,0.000126223,-6.18E-05,-0.000168443,8.311247074743733e-05,0.000268668,0.000312446,0.000234223,0.00025689,0.000692001,0.000901113,0.000695556,0.000488223,0.000490223,0.000461557,0.000425556,0.000448223,0.000459557,0.000493334,0.000498446,0.000502889,0.000515334,0.000550001,0.000684446,0.00074289,0.000671334,0.000681112,0.00071889,0.000751334,0.000830223,0.000915557,0.000923112,0.000930222,0.000973112,0.001007778,0.001060446,0.001103779,0.001113556,0.001101556,0.001117112,0.001171112,0.001239335,0.00131489,0.001361556,0.001366889,0.001404668,0.001473556,0.001463557,0.001452668,0.001464446,0.00146889,0.001486001,0.001535557,0.001573556,0.001553334,0.001511112,0.001467112,0.001461333,0.001493334,0.001523333,0.001529557,0.001553557,0.001574001,0.001569334,0.001559112,0.001567112,0.001560667,0.001560223,0.001565334,0.00155489,0.001532667,0.001509334,0.001482445,0.001471334,0.001474445,0.001482445,0.001465556,0.001442668,0.001417779,0.001382668,0.001329778,0.001253556,0.001174223,0.001092445,0.001001779,0.000918,0.000855334,0.000275556,0.000259111,0.000237779,0.000222223,0.000218446,0.000211556,0.000199334,0.000195778,0.000200667,0.000204001,0.000207112,0.000210446,0.000210001,0.000208001,0.000210445,0.000222667,0.000225335,0.000227112,0.000218001,0.000206002,0.000192223,0.000184668,0.000181112,0.000178668,0.000181334,0.000177112,0.000170223,0.000159112,0.000148223,0.000142001,0.00013889,0.000142224,0.000148445,0.000156668,0.000173112,0.000186001,0.000200668,0.00021889,0.000236002,0.000252001,0.000266445,0.000280223,0.000293556,0.000303557,0.000309334,0.000309334,0.000306001,0.000298001,0.000277112,0.000258667,0.000240446,0.000239334,0.000248668,0.000247557,0.00023689,0.000209558,0.000191112,0.000184889,0.000186223,0.000193334,0.000196668,0.00020089,0.000198667,0.000202,0.000206223,0.000203556,0.000204001,0.000197779,0.000192445,0.000187779,0.000187112,0.00017489,7.466723764082417e-05,-3.24E-05
SIO,32.867,-117.257,2025-02-03T19:57:00Z,2025-02-03,14.00,6.16,0,,6258,626,8.102199554,,0.005253429,0.005201144,0.005085144,0.004874287,0.004794287,0.005080287,0.005206858,0.005159144,0.005045715,0.004847716,0.004710572,0.00487943,0.005069144,0.004722286,0.004545716,0.004955143,0.005219143,0.005024287,0.0046,0.004516286,0.004947715,0.004980287,0.004509143,0.004099145,0.004002573,0.003930572,0.003821715,0.003760858,0.003684572,0.003638858,0.003592001,0.003541144,0.003505429,0.003534287,0.00365943,0.003672001,0.003522572,0.003463715,0.003453143,0.003395429,0.003414859,0.003498286,0.003488573,0.003443715,0.003429429,0.003450572,0.003488,0.003469144,0.003436572,0.003380572,0.003333715,0.003342001,0.00335543,0.003365144,0.00337743,0.003354001,0.003378573,0.003432572,0.003368858,0.003312572,0.003269429,0.003204287,0.003163144,0.00312943,0.00305543,0.002934287,0.002792286,0.002641715,0.002544858,0.002532,0.002513715,0.002450001,0.002431144,0.002400859,0.002338001,0.002276859,0.002234573,0.00217343,0.002130573,0.002078001,0.002010001,0.001925429,0.001851144,0.001794001,0.001742001,0.001703429,0.001671144,0.001625715,0.001554001,0.001483429,0.001413144,0.001338572,0.001242858,0.001151429,0.001070858,0.000977144,0.000870572,0.000756858,0.000333715,0.000314,0.000288,0.000264287,0.000264858,0.000253716,0.000226573,0.000217143,0.000226858,0.00023143,0.000232,0.000232001,0.000236573,0.000235144,0.000235716,0.000232573,0.000228286,0.000223429,0.00021543,0.000209144,0.000200286,0.000194001,0.000189715,0.000189715,0.000196001,0.000195144,0.000196858,0.000192572,0.000183429,0.000179143,0.000176573,0.000169716,0.000170859,0.000172858,0.000178572,0.000181144,0.000187144,0.000192287,0.000192858,0.000194572,0.000197143,0.000200287,0.000206001,0.000210286,0.000210001,0.000207144,0.000198001,0.000180573,0.000156858,0.000134001,0.000120286,0.000125429,0.00013343,0.000136858,0.000130287,0.000112858,0.000109715,0.000109429,0.000111144,0.000116001,0.000118573,0.000125715,0.000130287,0.000134286,0.000138858,0.000136287,0.000134858,0.000134287,0.000129429,0.000126287,0.000122858,0.000106287,3.714327249326743e-05,-2.60E-05
SMP,34.008,-118.499,2025-02-03T21:00:00Z,2025-02-03,14.20,0.69,0,,0,374,6.797905445098877,,0.002138287,0.002379715,0.002445715,0.002420287,0.002569144,0.00289743,0.003062287,0.003132859,0.003116286,0.002961144,0.002841144,0.003088287,0.003314859,0.002987144,0.002889429,0.00324143,0.003404001,0.003360286,0.00315343,0.003089714,0.003495429,0.003631143,0.003273715,0.002976572,0.002935715,0.002900286,0.002854,0.002834572,0.002754287,0.002728572,0.002739144,0.002712573,0.002644,0.002614001,0.00271343,0.002748858,0.002637429,0.002566,0.002533715,0.002513144,0.002584572,0.002662001,0.002619144,0.002583144,0.002591429,0.002600858,0.002642571,0.002669143,0.002638573,0.002580858,0.002557715,0.002582001,0.002636573,0.002653144,0.002667715,0.002655144,0.002664286,0.00273543,0.002722572,0.002680572,0.002675144,0.002637144,0.002601429,0.002623429,0.002632001,0.002562001,0.002468286,0.00237343,0.00230543,0.002312286,0.002320858,0.002301715,0.002312287,0.002317429,0.002285715,0.002231715,0.002186857,0.002130286,0.002090858,0.002062572,0.00201143,0.001951143,0.001890287,0.001832287,0.001789429,0.001756572,0.001733716,0.001700287,0.001645429,0.001584858,0.001529143,0.001445144,0.001340858,0.001243144,0.001144286,0.001043429,0.000938,0.000846001,0.000241715,0.000224001,0.000204572,0.000184572,0.000178287,0.000165716,0.000155429,0.000156287,0.000154287,0.000146286,0.000152,0.000147429,0.000146,0.000140572,0.000140002,0.000152858,0.000152572,0.000153429,0.000150858,0.000140858,0.000126001,0.000114287,0.000110286,0.000104573,0.000112,0.000114,0.000110572,0.000101143,9.142979979515076e-05,8.200055890483782e-05,7.68585960031487e-05,7.91443235357292e-05,8.457154035568237e-05,9.171451529255137e-05,0.000103715,0.000106858,0.000113429,0.000123144,0.000130001,0.000139144,0.000152001,0.000164858,0.000173429,0.000182287,0.000181715,0.000177715,0.000171716,0.000160858,0.000144286,0.000126572,0.000112858,0.000111144,0.000111144,0.000108287,9.914328256854787e-05,7.914379239082336e-05,7.028718391666189e-05,6.885773473186418e-05,7.171503239078447e-05,7.714384264545515e-05,8.00006091594696e-05,8.114374213619158e-05,8.028692536754534e-05,8.5143641626928e-05,8.71435840963386e-05,8.771515422267839e-05,8.971563511295244e-05,8.628623618278652e-05,8.142898877849802e-05,7.91443235357292e-05,7.42870761314407e-05,6.485730409622192e-05,1.1714441825461108e-05,-4.89E-05
NP,33.6061,-117.9311,2025-02-04T18:30:00Z,2025-02-04,14.00,5.15,0.094,,51975,46778,20.607803344726562,14.02124405,0.005337113,0.005396446,0.00534289,0.005189779,0.005176445,0.005360222,0.00542778,0.005450445,0.005401779,0.005202667,0.005005556,0.00516889,0.005307112,0.004949556,0.004812446,0.005132,0.005245334,0.00511889,0.00480889,0.004701778,0.005045779,0.005066001,0.004641778,0.004275112,0.004170223,0.004094223,0.004000002,0.003932667,0.003829112,0.003766668,0.003734,0.003685556,0.003608445,0.003562668,0.003634223,0.003633779,0.003495334,0.003422223,0.003368001,0.003314001,0.003355778,0.003400223,0.003337556,0.003282446,0.003289779,0.00329689,0.003319334,0.003331779,0.003294223,0.003229556,0.003196889,0.003212001,0.003243335,0.003245779,0.003246001,0.003212667,0.003219333,0.003280001,0.003238445,0.003187557,0.003177112,0.003127334,0.003080222,0.003074445,0.003056223,0.002973335,0.002862667,0.002747555,0.002670001,0.002658667,0.002649334,0.002618001,0.002616668,0.002611112,0.002562223,0.002500446,0.002459778,0.00240489,0.002365112,0.002329778,0.002271333,0.002201112,0.002137334,0.002076223,0.002021779,0.001984445,0.001966223,0.001924668,0.001861112,0.001791335,0.001721335,0.001636889,0.001527334,0.001427334,0.001332001,0.001226223,0.001118445,0.001017112,0.000412223,0.000395779,0.000375779,0.000357112,0.000347334,0.000332445,0.00031889,0.000312223,0.000313779,0.00030689,0.000309334,0.000307557,0.000302223,0.000296223,0.000298223,0.000302445,0.000302223,0.00030089,0.000292668,0.000284001,0.000275111,0.000270001,0.000267335,0.000262445,0.000263112,0.000257779,0.000255779,0.000247334,0.000237556,0.000233557,0.000227779,0.000227112,0.000230445,0.000234446,0.000243333,0.000249556,0.000259778,0.000270001,0.000279556,0.000288668,0.000299112,0.000308223,0.000317112,0.00032489,0.000322001,0.000320445,0.000313334,0.000302445,0.000284,0.000264445,0.000247334,0.000245335,0.00024489,0.000237334,0.00022689,0.000204889,0.000191334,0.000188001,0.000188001,0.000187557,0.000186668,0.000186445,0.00018489,0.000188001,0.000187779,0.000184001,0.000181112,0.000172445,0.000166889,0.000161556,0.000155112,0.000142445,7.35562716727145e-05,2.4454461708955932e-06
HAB_MWII,36.603683,-121.889275,2025-02-05T15:31:00Z,2025-02-05,12.10,,,,500,0,0.8469250798225403,12.35443878,0.001387002,0.001364001,0.001495001,0.001448001,0.001509001,0.0019195,0.002236,0.002312001,0.002253502,0.0020705,0.00197,0.00226,0.002540001,0.0022945,0.002175501,0.002574001,0.0028055,0.002775001,0.002542502,0.002466001,0.002903502,0.003001002,0.002651501,0.002374001,0.00232,0.002277501,0.002225501,0.002233,0.002221,0.002229501,0.002244001,0.002246002,0.002272001,0.002319501,0.002450502,0.002510001,0.002441,0.0024335,0.002457,0.002502001,0.002572,0.0026195,0.002606002,0.002622,0.002675001,0.002710502,0.002765001,0.002805999,0.002803001,0.002791,0.002799502,0.002806001,0.002841001,0.002895001,0.002945,0.002953501,0.003010001,0.0030675,0.00302,0.002995501,0.00298,0.002955,0.002930001,0.002912502,0.002861002,0.0027435,0.002582001,0.002427002,0.002345001,0.002323001,0.002309001,0.002281002,0.002277502,0.002273501,0.002253002,0.002206501,0.002165501,0.0021065,0.00205,0.002009501,0.001946501,0.001863501,0.001791501,0.0017365,0.001683001,0.001648501,0.001607501,0.001534501,0.0014935,0.001470501,0.001415001,0.0013315,0.0012165,0.001119,0.001041001,0.000951501,0.000861,0.0008065,0.000235502,0.000215501,0.000200501,0.000177001,0.000165001,0.000159001,0.000140501,0.000134501,0.0001355,0.000133002,0.000139501,0.0001435,0.0001375,0.000135002,0.0001365,0.000144501,0.000151502,0.000151001,0.000147501,0.000134,0.000119,0.000113999,0.000112002,0.0001145,0.000112501,0.0001045,9.600166231393814e-05,8.050166070461273e-05,6.999913603067398e-05,5.7501718401908875e-05,4.800129681825638e-05,4.800129681825638e-05,4.650093615055084e-05,4.90015372633934e-05,5.700066685676575e-05,5.7999975979328156e-05,6.799958646297455e-05,7.45011493563652e-05,7.800012826919556e-05,8.350145071744919e-05,8.95010307431221e-05,9.700097143650055e-05,0.000109001,0.0001165,0.000119501,0.0001175,0.000113999,0.000102,8.500088006258011e-05,6.45006075501442e-05,4.550069570541382e-05,5.550123751163483e-05,7.200147956609726e-05,8.200109004974365e-05,8.349958807229996e-05,6.200186908245087e-05,4.9501657485961914e-05,4.7001056373119354e-05,5.450006574392319e-05,6.850063800811768e-05,7.750000804662704e-05,8.849985897541046e-05,9.100046008825302e-05,9.600073099136353e-05,9.550061076879501e-05,9.300187230110168e-05,9.350012987852097e-05,8.750148117542267e-05,8.700042963027954e-05,8.300133049488068e-05,8.550193160772324e-05,7.950048893690109e-05,2.50060111284256e-06,-8.65E-05
